k,fold,auc,best_epoch,epochs_run,seconds,mean_epoch_seconds,peak_rss_gb,stage
16,1,0.9314957507911665,22,25,33.53894400014542,1.041878316020593,1.0230789184570312,viability
16,2,0.9323735878508231,25,25,30.563854599837214,1.0219708399754017,1.0329704284667969,full
16,3,0.9332784398309334,23,25,34.04779119999148,1.1413477800413967,1.0358810424804688,full
16,4,0.9332509840726878,25,25,30.542153100017458,1.0104502079915256,1.0380058288574219,full
16,5,0.9325300715979175,23,25,25.09917110018432,0.8234890400059521,1.039794921875,full
