label,fold,auc,columns,nnz,csr_mb,peak_rss_gb,seconds,effective_bins
social_over_screen_step_0.1,2,0.9634635112362722,229730,11614995,90.72527313232422,1.0362052917480469,48.52030050009489,{}
social_over_screen_step_0.1,3,0.9635855001237066,229843,11614995,90.72527313232422,1.0362052917480469,49.25037860008888,{}
social_over_screen_step_0.1,4,0.9641592816536639,229809,11614995,90.72527313232422,1.0293350219726562,45.75600489997305,{}
social_over_screen_step_0.1,5,0.9630022372110425,229993,11615016,90.72543716430664,1.0293426513671875,45.457389699993655,{}
gaming_over_screen_round_1.0,1,0.9630175972767039,229953,11614995,90.72527313232422,1.0325508117675781,47.32840820006095,{}
gaming_over_screen_round_1.0,2,0.9634140404827192,229737,11614995,90.72527313232422,1.032562255859375,49.71116989990696,{}
gaming_over_screen_round_1.0,3,0.963540754897561,229852,11614995,90.72527313232422,1.0325508117675781,64.19683030014858,{}
gaming_over_screen_round_1.0,4,0.9641945618704176,229817,11614995,90.72527313232422,1.0278358459472656,60.23791030002758,{}
gaming_over_screen_round_1.0,5,0.9629968750465152,230002,11615016,90.72543716430664,1.0273628234863281,60.083780699875206,{}
gaming_over_screen_round_3.0,1,0.963022444082076,230668,11614995,90.72527313232422,1.0367012023925781,58.49241490010172,{}
gaming_over_screen_round_3.0,2,0.9634469367501832,230447,11614995,90.72527313232422,1.0367164611816406,54.84054549993016,{}
gaming_over_screen_round_3.0,3,0.9634960426549622,230566,11614995,90.72527313232422,1.0367202758789062,54.33486229996197,{}
gaming_over_screen_round_3.0,4,0.9641868216468142,230537,11614995,90.72527313232422,1.0367088317871094,55.4417295998428,{}
gaming_over_screen_round_3.0,5,0.9630021311551717,230718,11615016,90.72543716430664,1.032958984375,53.81641049985774,{}
gaming_over_screen_step_0.01,1,0.9631263047046383,230023,11614995,90.72527313232422,1.0371437072753906,54.01935079996474,{}
gaming_over_screen_step_0.01,2,0.9635885171033792,229808,11614995,90.72527313232422,1.0371742248535156,50.587178599787876,{}
gaming_over_screen_step_0.01,3,0.963689660642827,229923,11614995,90.72527313232422,1.0371780395507812,54.9391719000414,{}
gaming_over_screen_step_0.01,4,0.9643288074439187,229888,11614995,90.72527313232422,1.0371780395507812,55.94018879998475,{}
gaming_over_screen_step_0.01,5,0.9631401438417913,230073,11615016,90.72543716430664,1.0353202819824219,45.70399029995315,{}
gaming_over_screen_step_0.02,1,0.9631542879459163,229985,11614995,90.72527313232422,1.041473388671875,50.53364670020528,{}
gaming_over_screen_step_0.02,2,0.9635706839143926,229769,11614995,90.72527313232422,1.0414657592773438,50.948941400041804,{}
gaming_over_screen_step_0.02,3,0.9637012896266222,229884,11614995,90.72527313232422,1.0414772033691406,50.706242399988696,{}
gaming_over_screen_step_0.02,4,0.9643403742664137,229849,11614995,90.72527313232422,1.0405387878417969,55.83581359987147,{}
gaming_over_screen_step_0.02,5,0.96313058790337,230034,11615016,90.72543716430664,1.04150390625,55.34749590000138,{}
gaming_over_screen_step_0.025,1,0.9631132036397685,229977,11614995,90.72527313232422,1.0474739074707031,54.489339200081304,{}
gaming_over_screen_step_0.025,2,0.9635995993214529,229761,11614995,90.72527313232422,1.0474662780761719,49.04079879983328,{}
gaming_over_screen_step_0.025,3,0.9636743509489059,229876,11614995,90.72527313232422,1.0474967956542969,54.89467369997874,{}
gaming_over_screen_step_0.025,4,0.9643128685254085,229841,11614995,90.72527313232422,1.0474967956542969,50.5272603998892,{}
gaming_over_screen_step_0.025,5,0.96314180775184,230026,11615016,90.72543716430664,1.0475006103515625,45.294824299868196,{}
gaming_over_screen_step_0.05,1,0.9630854007931207,229961,11614995,90.72527313232422,1.0516357421875,50.3016331999097,{}
gaming_over_screen_step_0.05,2,0.9635246837911431,229745,11614995,90.72527313232422,1.0419273376464844,48.21777609991841,{}
gaming_over_screen_step_0.05,3,0.9636520182966688,229860,11614995,90.72527313232422,1.0419502258300781,42.37788309995085,{}
gaming_over_screen_step_0.05,4,0.9642956138170926,229825,11614995,90.72527313232422,1.0419502258300781,42.49298939993605,{}
gaming_over_screen_step_0.05,5,0.9630796402361386,230010,11615016,90.72543716430664,1.0419578552246094,41.097861899994314,{}
gaming_over_screen_step_0.1,1,0.9630145186431704,229953,11614995,90.72527313232422,1.0451316833496094,47.76766770007089,{}
gaming_over_screen_step_0.1,2,0.9634091520673336,229737,11614995,90.72527313232422,1.0451774597167969,47.55526940012351,{}
gaming_over_screen_step_0.1,3,0.9635414016288018,229852,11614995,90.72527313232422,1.0397300720214844,52.9700219000224,{}
gaming_over_screen_step_0.1,4,0.964193944824369,229817,11614995,90.72527313232422,1.0397224426269531,65.30116959987208,{}
gaming_over_screen_step_0.1,5,0.9629955810634031,230002,11615016,90.72543716430664,1.0397148132324219,64.87077390006743,{}
FINAL,1,0.9631281469625983,230023,11614995,90.72527313232422,1.4008255004882812,60.53736600000411,{}
FINAL,2,0.9635892353835451,229808,11614995,90.72527313232422,1.4029388427734375,67.9256996999029,{}
FINAL,3,0.9636895096796695,229923,11614995,90.72527313232422,1.402984619140625,61.53147349995561,{}
FINAL,4,0.964329155800919,229888,11614995,90.72527313232422,1.4042243957519531,63.44303979980759,{}
FINAL,5,0.9631382997889956,230073,11615016,90.72543716430664,1.40533447265625,54.95729890000075,{}
