label,auc,mean_auc,std,folds,best_iterations,seconds,peak_rss_gb,completed_folds,delta
screen_value_code,0.9658531245902354,0.9658538465634309,0.0004447486278529692,"[0.9652554905994917, 0.9659851566858217, 0.966320892404979]","[7031, 7241, 6579]",386.7789163000416,0.6387138366699219,3,-6.11525392143486e-05
social_value_code,0.9658333663743195,0.9658328701269882,0.00041555992530932685,"[0.9652588173707866, 0.9660108889268767, 0.9662289040833011]","[6180, 7459, 6345]",354.643324499717,0.644256591796875,3,-8.091075513028123e-05
weekend_value_code,0.9658273955629622,0.9658270196069084,0.00043030116380169287,"[0.9652256704283653, 0.9660469290338092, 0.9662084593585507]","[7330, 7858, 7249]",398.42581549985334,0.6454887390136719,3,-8.688156648761769e-05
screen_value_code+social_value_code+weekend_value_code,0.9658220282659415,0.9658243207916047,0.00045119121204234515,"[0.9652018332189458, 0.9660141471938815, 0.9662569819619871]","[7828, 7871, 6894]",431.8489314999897,0.6542129516601562,3,-9.224886350822636e-05
