candidate,method,weights,auc,folds,std,cat_weight
seed_ensemble,rank,"{42: 0.7, 2026: 0.1, 777: 0.2}",0.9657668978595463,"[0.9650901014534707, 0.9657187835899765, 0.9659577742525386, 0.9665243010513324, 0.9655450789456129]",0.00047321557468537364,
seed_ensemble,probability,"{42: 0.7, 2026: 0.2, 777: 0.1}",0.9657693537991658,"[0.9650906248769897, 0.9657204136114974, 0.9659639098265802, 0.9665304477890362, 0.9655439144876731]",0.0004756060958843464,
seed_ensemble,rank,"{42: 0.7, 2026: 0.2, 777: 0.1}",0.9657677038775905,"[0.9650895574786649, 0.9657179049590282, 0.965961577255508, 0.9665287989922653, 0.9655435111962698]",0.00047528431216094404,
seed_ensemble,probability,"{42: 0.7, 2026: 0.3, 777: 0.0}",0.9657635865939164,"[0.965083831281185, 0.9657137241675857, 0.9659591967314329, 0.9665292358974032, 0.9655347606989051]",0.0004777856073699254,
seed_ensemble,rank,"{42: 0.7, 2026: 0.3, 777: 0.0}",0.9657621433222957,"[0.9650830928303117, 0.9657108596733883, 0.9659573849198243, 0.9665278207763772, 0.9655344405015156]",0.000477486699648483,
seed_ensemble,probability,"{42: 0.8, 2026: 0.0, 777: 0.2}",0.9657479845578427,"[0.9650702925500186, 0.9657041065458588, 0.965935182933177, 0.9665016086247135, 0.9655300375336853]",0.00047152619605385083,
seed_ensemble,rank,"{42: 0.8, 2026: 0.0, 777: 0.2}",0.9657467653261534,"[0.9650691177014462, 0.9657031106964588, 0.9659322159362644, 0.966500593746344, 0.9655298449585514]",0.00047134180135514556,
seed_ensemble,probability,"{42: 0.8, 2026: 0.1, 777: 0.1}",0.9657518938316223,"[0.9650725561093616, 0.9657070566704186, 0.9659418097083496, 0.9665095263251717, 0.9655308420867144]",0.0004738033227523755,
seed_ensemble,rank,"{42: 0.8, 2026: 0.1, 777: 0.1}",0.9657506130626577,"[0.9650716783664319, 0.965705405970751, 0.9659395923259724, 0.9665083432307124, 0.9655305489107365]",0.0004735591092795259,
seed_ensemble,probability,"{42: 0.8, 2026: 0.2, 777: 0.0}",0.9657493228857513,"[0.9650689455527028, 0.965703899130092, 0.9659409211823372, 0.9665109732880067, 0.9655253157639371]",0.00047580977262900347,
seed_ensemble,rank,"{42: 0.8, 2026: 0.2, 777: 0.0}",0.965748216067294,"[0.9650681930203919, 0.9657018068314738, 0.9659394908381354, 0.9665099117252325, 0.965525108599778]",0.0004756313830941953,
seed_ensemble,probability,"{42: 0.9, 2026: 0.0, 777: 0.1}",0.9657280581111463,"[0.9650484655609289, 0.9656872813848125, 0.9659128581462474, 0.9664816858011642, 0.9655116473695804]",0.0004716879455601954,
seed_ensemble,rank,"{42: 0.9, 2026: 0.0, 777: 0.1}",0.965727326027142,"[0.9650477989127002, 0.9656866420114398, 0.9659110728483359, 0.9664809890871638, 0.9655116211093348]",0.00047153183476712594,
seed_ensemble,probability,"{42: 0.9, 2026: 0.1, 777: 0.0}",0.9657286290981041,"[0.9650476498524396, 0.965686913998843, 0.9659154564885924, 0.9664859726473964, 0.9655091669815601]",0.00047373186867613886,
seed_ensemble,rank,"{42: 0.9, 2026: 0.1, 777: 0.0}",0.9657279751598935,"[0.9650471161532772, 0.9656856526318895, 0.9659148148317435, 0.9664852135183764, 0.965509018046641]",0.000473628682198401,
seed_ensemble,probability,"{42: 1.0, 2026: 0.0, 777: 0.0}",0.9657017303568276,"[0.9650202929179754, 0.9656644620983974, 0.9658836874972772, 0.966455024819542, 0.9654874019318932]",0.00047164447308606697,
seed_ensemble,rank,"{42: 1.0, 2026: 0.0, 777: 0.0}",0.9657017303568276,"[0.9650202929179754, 0.9656644620983974, 0.9658836874972772, 0.966455024819542, 0.9654874019318932]",0.00047164447308606697,
seed_ensemble,probability,"{42: 0.3333333333333333, 2026: 0.3333333333333333, 777: 0.3333333333333333}",0.9657942378150188,"[0.9651172550316816, 0.9657319027957973, 0.9659993868028778, 0.9665616816857313, 0.9655603716693586]",0.00047915359743587737,
seed_ensemble,rank,"{42: 0.3333333333333333, 2026: 0.3333333333333333, 777: 0.3333333333333333}",0.9657918356792858,"[0.9651157801596915, 0.965728581352614, 0.9659959363432815, 0.966558780909632, 0.9655592028981419]",0.0004785461509295927,
bagged_xgb_catboost,probability,,0.9659133975507721,"[0.9652135662277737, 0.9658380371264861, 0.9661234686232294, 0.9666997987664918, 0.965690107050477]",0.0004914992657780499,0.2
bagged_xgb_catboost,rank,,0.9659051385907722,"[0.9652105006607995, 0.9658261615272471, 0.9661156418812448, 0.9666876845439762, 0.9656844527248606]",0.0004887025624243001,0.2
bagged_xgb_catboost,probability,,0.965919188052602,"[0.9652142162573694, 0.9658410142721825, 0.9661312017426842, 0.9667082920298451, 0.96569869782973]",0.0004938311318430549,0.25
bagged_xgb_catboost,rank,,0.9659103882577421,"[0.9652114362517962, 0.9658280360075953, 0.9661222193079566, 0.966694930394954, 0.9656931782305905]",0.0004904842174123524,0.25
bagged_xgb_catboost,probability,,0.9659159055943533,"[0.9652055111381562, 0.9658351749157649, 0.9661298212543822, 0.9667084173673237, 0.9656984575548266]",0.0004964464270827254,0.3
bagged_xgb_catboost,rank,,0.9659067972809143,"[0.9652035854064505, 0.96582170976328, 0.9661199490250443, 0.9666937763513882, 0.9656929767751805]",0.0004923890670629423,0.3
bagged_xgb_catboost,probability,,0.9659036496343087,"[0.9651886590828332, 0.9658215615910382, 0.9661188851787937, 0.9666986019711746, 0.9656885700015175]",0.000498494526556572,0.35
bagged_xgb_catboost,rank,,0.9658943733530829,"[0.9651871049234706, 0.9658071926893654, 0.9661083992017621, 0.9666836991166199, 0.9656840023679931]",0.0004941511599961294,0.35
