label,spec,fold,auc,columns,nnz,csr_mb,peak_rss_gb,seconds
forward2_work_minus_gaming,"[('screen_minus_social', 1), ('work_minus_gaming', 2)]",1,0.9629194542251551,230964,12168090,94.94505310058594,1.4423484802246094,47.43935799994506
forward2_work_minus_gaming,"[('screen_minus_social', 1), ('work_minus_gaming', 2)]",2,0.9633645200001262,230748,12168090,94.94505310058594,1.447479248046875,45.69833849999122
forward2_work_minus_gaming,"[('screen_minus_social', 1), ('work_minus_gaming', 2)]",3,0.9634887857671824,230863,12168090,94.94505310058594,1.4474830627441406,46.83821429987438
forward2_work_minus_gaming,"[('screen_minus_social', 1), ('work_minus_gaming', 2)]",4,0.9641685030922474,230828,12168090,94.94505310058594,1.4474830627441406,43.43091210001148
forward2_work_minus_gaming,"[('screen_minus_social', 1), ('work_minus_gaming', 2)]",5,0.9629268984695936,231015,12168112,94.94522476196289,1.4474830627441406,47.04605680005625
forward2_weekend_minus_social,"[('screen_minus_social', 1), ('weekend_minus_social', 2)]",1,0.9629279332802113,231714,12168090,94.94505310058594,1.4458999633789062,46.85105139994994
forward2_weekend_minus_social,"[('screen_minus_social', 1), ('weekend_minus_social', 2)]",2,0.9633841756569443,231500,12168090,94.94505310058594,1.4011764526367188,47.00371249997988
forward2_weekend_minus_social,"[('screen_minus_social', 1), ('weekend_minus_social', 2)]",3,0.9635242874811399,231623,12168090,94.94505310058594,1.4005393981933594,46.05571800004691
forward2_weekend_minus_social,"[('screen_minus_social', 1), ('weekend_minus_social', 2)]",4,0.9641800785412087,231576,12168090,94.94505310058594,1.4005393981933594,45.17503529996611
forward2_weekend_minus_social,"[('screen_minus_social', 1), ('weekend_minus_social', 2)]",5,0.9629601974757878,231761,12168112,94.94522476196289,1.4005279541015625,47.49067309987731
forward2_screen_over_work,"[('screen_minus_social', 1), ('screen_over_work', 2)]",1,0.9628795981755536,232187,12168090,94.94505310058594,1.4038581848144531,49.26230760011822
forward2_screen_over_work,"[('screen_minus_social', 1), ('screen_over_work', 2)]",2,0.9632984194496133,231973,12168090,94.94505310058594,1.4090042114257812,46.1174077000469
forward2_screen_over_work,"[('screen_minus_social', 1), ('screen_over_work', 2)]",3,0.9634583132829839,232088,12168090,94.94505310058594,1.2381439208984375,46.438608300173655
forward2_screen_over_work,"[('screen_minus_social', 1), ('screen_over_work', 2)]",4,0.9640465235924378,232057,12168090,94.94505310058594,1.2381477355957031,48.01254029991105
forward2_screen_over_work,"[('screen_minus_social', 1), ('screen_over_work', 2)]",5,0.9628750843411216,232239,12168112,94.94522476196289,1.2381324768066406,47.029739199904725
forward2_screen_over_social,"[('screen_minus_social', 1), ('screen_over_social', 2)]",1,0.9629779675449788,234670,12168090,94.94505310058594,1.2360687255859375,41.92348519992083
forward2_screen_over_social,"[('screen_minus_social', 1), ('screen_over_social', 2)]",2,0.963389749876388,234457,12168090,94.94505310058594,1.241241455078125,47.1585232000798
forward2_screen_over_social,"[('screen_minus_social', 1), ('screen_over_social', 2)]",3,0.9634946050797522,234591,12168090,94.94505310058594,1.2412452697753906,44.28585290000774
forward2_screen_over_social,"[('screen_minus_social', 1), ('screen_over_social', 2)]",4,0.964120374515338,234542,12168090,94.94505310058594,1.2412452697753906,46.889635799918324
forward2_screen_over_social,"[('screen_minus_social', 1), ('screen_over_social', 2)]",5,0.9630088598673545,234747,12168112,94.94522476196289,1.2323226928710938,46.508325499948114
forward2_screen_over_gaming,"[('screen_minus_social', 1), ('screen_over_gaming', 2)]",1,0.9628202041950248,239327,12168090,94.94505310058594,1.2324943542480469,41.6941788000986
forward2_screen_over_gaming,"[('screen_minus_social', 1), ('screen_over_gaming', 2)]",2,0.9631901265994924,239148,12168090,94.94505310058594,1.2376670837402344,42.76767319999635
forward2_screen_over_gaming,"[('screen_minus_social', 1), ('screen_over_gaming', 2)]",3,0.9632952928630768,239229,12168090,94.94505310058594,1.2376708984375,46.53163850004785
forward2_screen_over_gaming,"[('screen_minus_social', 1), ('screen_over_gaming', 2)]",4,0.9638847672035398,239213,12168090,94.94505310058594,1.2376708984375,43.917151199886575
forward2_screen_over_gaming,"[('screen_minus_social', 1), ('screen_over_gaming', 2)]",5,0.9627327936448448,239377,12168112,94.94522476196289,1.2376708984375,44.26867859996855
forward2_social_over_work,"[('screen_minus_social', 1), ('social_over_work', 2)]",1,0.9629449784161439,231203,12168090,94.94505310058594,1.2210235595703125,39.84150249999948
forward2_social_over_work,"[('screen_minus_social', 1), ('social_over_work', 2)]",2,0.9634573864453132,230985,12168090,94.94505310058594,1.2262115478515625,40.612950399983674
forward2_social_over_work,"[('screen_minus_social', 1), ('social_over_work', 2)]",3,0.9635900176010483,231106,12168090,94.94505310058594,1.2262001037597656,38.53419420006685
forward2_social_over_work,"[('screen_minus_social', 1), ('social_over_work', 2)]",4,0.9641790682297919,231071,12168090,94.94505310058594,1.2262001037597656,40.67566960002296
forward2_social_over_work,"[('screen_minus_social', 1), ('social_over_work', 2)]",5,0.9629861963874526,231256,12168112,94.94522476196289,1.2262001037597656,39.817882700124756
forward2_social_over_gaming,"[('screen_minus_social', 1), ('social_over_gaming', 2)]",1,0.9628826461090165,235002,12168090,94.94505310058594,1.2247123718261719,42.33951069996692
forward2_social_over_gaming,"[('screen_minus_social', 1), ('social_over_gaming', 2)]",2,0.9633399901362195,234793,12168090,94.94505310058594,1.2298583984375,42.04843960003927
forward2_social_over_gaming,"[('screen_minus_social', 1), ('social_over_gaming', 2)]",3,0.9634395220488168,234903,12168090,94.94505310058594,1.1806373596191406,40.97794939996675
forward2_social_over_gaming,"[('screen_minus_social', 1), ('social_over_gaming', 2)]",4,0.964012099933028,234846,12168090,94.94505310058594,1.1806411743164062,38.571231400128454
forward2_social_over_gaming,"[('screen_minus_social', 1), ('social_over_gaming', 2)]",5,0.962801854538423,235062,12168112,94.94522476196289,1.1806411743164062,37.17594530014321
forward2_work_over_gaming,"[('screen_minus_social', 1), ('work_over_gaming', 2)]",1,0.9627933231116561,235072,12168090,94.94505310058594,1.1826133728027344,40.96911399997771
forward2_work_over_gaming,"[('screen_minus_social', 1), ('work_over_gaming', 2)]",2,0.9633300024644671,234850,12168090,94.94505310058594,1.1877593994140625,40.96752920001745
forward2_work_over_gaming,"[('screen_minus_social', 1), ('work_over_gaming', 2)]",3,0.9633292867214972,234941,12168090,94.94505310058594,1.1877632141113281,41.008808800019324
forward2_work_over_gaming,"[('screen_minus_social', 1), ('work_over_gaming', 2)]",4,0.9640453219764485,234944,12168090,94.94505310058594,1.1877632141113281,40.46066780015826
forward2_work_over_gaming,"[('screen_minus_social', 1), ('work_over_gaming', 2)]",5,0.9628236320204764,235139,12168112,94.94522476196289,1.1877632141113281,40.493337200023234
