stage,feature,method,parameter,auc,delta,folds_improved,std,folds,train_cardinality,test_cardinality
quantile,screen_minus_social,quantile,20.0,0.963569667009598,-5.626933549662816e-06,2,0.00043446257149726655,"[0.963112378036215, 0.9636051504524136, 0.9636712517640853, 0.964309054358777, 0.9631496629904966]",20,
quantile,screen_minus_social,quantile,40.0,0.9635777243382266,2.4303950789672513e-06,3,0.00043605330243215966,"[0.9631310457089406, 0.9635879485177727, 0.9636900795338738, 0.9643248468810822, 0.9631531412678463]",40,
quantile,screen_minus_social,quantile,60.0,0.9635763851628928,1.0912197451196093e-06,2,0.0004369439186211218,"[0.9631276514482343, 0.9635948588245896, 0.963684709558702, 0.9643238852838273, 0.9631492943321707]",60,
quantile,screen_minus_social,quantile,80.0,0.9635755621760476,2.6823289989152954e-07,3,0.0004341704598038745,"[0.96313326803885, 0.9635855412262806, 0.9636926545340164, 0.9643172355470319, 0.963147769461876]",80,
quantile,screen_minus_social,quantile,100.0,0.963573182027699,-2.111915448632651e-06,2,0.00043694492949779274,"[0.9631354195809929, 0.9635762966992143, 0.9636867527625792, 0.9643239482062863, 0.9631414281834605]",100,
