model,misordered_pairs,corrected_misordered_rate,broken_correct_rate,net_pair_gain
EXP-016,125287,0.0,0.0,0.0
EXP-022,125287,0.23187561359119463,0.14228930375857032,0.0895863098326243
global_75_25,125287,0.09291466792245005,0.07747012858476937,0.015444539337680682
EXP-027,125287,0.10983581696425009,0.08809373678035232,0.02174208018389777
EXP-028,125287,0.11494408837309537,0.09157374667762816,0.023370341695467214
EXP-030,125287,0.04149672352279167,0.06810762489324511,-0.026610901370453438
